t_s,power,cadence
13804,4,0
13805,6,53
13806,85,38
13807,171,0
13808,172,95
13809,296,90
13810,113,90
13811,113,86
13812,85,90
13813,0,74
13814,0,55
13815,0,0
13816,0,0
13817,141,68
13818,147,92
13819,33,83
13820,68,78
13821,27,81
13822,0,48
13823,0,0
13824,0,0
13825,134,60
13826,174,87
13827,296,91
13828,277,89
13829,253,87
13830,271,86
13831,292,85
13832,311,83
13833,282,82
13834,61,79
13835,158,47
13836,158,0
13837,159,89
13838,507,93
13839,287,93
13840,284,93
13841,231,93
13842,187,99
13843,127,97
13844,138,94
13845,243,93
13846,236,92
13847,344,91
13848,312,92
13849,252,91
13850,269,91
13851,269,91
13852,269,88
13853,360,89
13854,310,89
13855,307,88
13856,271,88
13857,270,88
13858,366,89
13859,419,91
13860,458,95
13861,384,100
13862,218,99
13863,123,91
13864,122,91
13865,273,92
13866,336,95
13867,280,97
13868,254,99
13869,263,98
13870,252,88
13871,131,87
13872,186,96
13873,206,95
13874,135,94
13875,128,93
13876,171,91
13877,241,90
13878,267,89
13879,182,88
13880,194,87
13881,203,87
13882,431,97
13883,396,99
13884,289,100
13885,170,99
13886,291,97
13887,351,97
13888,318,96
13889,309,96
13890,212,95
13891,117,94
13892,144,92
13893,243,90
13894,282,90
13895,393,89
13896,366,89
13897,319,89
13898,238,88
13899,305,87
13900,215,87
13901,311,87
13902,324,87
13903,331,87
13904,309,86
13905,370,87
13906,247,89
13907,153,88
13908,239,87
13909,327,90
13910,283,94
13911,159,90
13912,395,85
13913,310,77
13914,203,75
13915,36,68
13916,317,54
13917,519,72
13918,440,77
13919,282,76
13920,282,74
13921,325,72
13922,282,70
13923,235,68
13924,320,70
13925,307,71
13926,349,70
13927,451,70
13928,507,73
13929,366,74
13930,298,73
13931,393,74
13932,367,77
13933,250,78
13934,296,85
13935,323,92
13936,311,94
13937,286,92
13938,133,90
13939,135,85
13940,323,81
13941,560,85
13942,381,90
13943,333,92
13944,225,91
13945,266,89
13946,330,90
13947,268,89
13948,349,88
13949,312,87
13950,300,88
13951,361,93
13952,412,87
13953,355,85
13954,333,84
13955,342,84
13956,346,85
13957,411,86
13958,395,88
13959,393,89
13960,368,90
13961,282,90
13962,298,88
13963,272,85
13964,403,84
13965,479,86
13966,349,87
13967,381,87
13968,350,88
13969,451,88
13970,416,90
13971,294,91
13972,332,90
13973,342,89
13974,574,92
13975,413,97
13976,201,94
13977,387,92
13978,174,89
13979,351,86
13980,489,86
13981,518,91
13982,530,90
13983,349,90
13984,208,88
13985,298,88
13986,265,88
13987,301,89
13988,364,90
13989,435,92
13990,308,95
13991,391,96
13992,345,87
13993,236,86
13994,240,85
13995,277,85
13996,374,86
13997,425,88
13998,376,90
13999,312,90
14000,280,91
14001,209,90
14002,149,88
14003,232,87
14004,368,87
14005,287,87
14006,365,87
14007,330,88
14008,353,88
14009,282,88
14010,217,87
14011,223,86
14012,203,84
14013,304,84
14014,367,85
14015,411,87
14016,394,92
14017,345,95
14018,462,99
14019,298,100
14020,165,86
14021,14,73
14022,79,42
14023,65,77
14024,186,84
14025,359,87
14026,391,90
14027,165,92
14028,177,92
14029,205,93
14030,194,93
14031,141,93
14032,162,93
14033,226,93
14034,333,95
14035,231,96
14036,200,94
14037,181,86
14038,170,86
14039,221,87
14040,114,87
14041,125,86
14042,209,86
14043,256,86
14044,282,87
14045,146,88
14046,243,88
14047,352,87
14048,205,87
14049,177,87
14050,51,76
14051,15,50
14052,15,0
14053,17,72
14054,54,74
14055,165,83
14056,204,84
14057,186,85
14058,215,86
14059,181,86
14060,258,86
14061,256,101
14062,286,99
14063,211,95
14064,314,100
14065,154,95
14066,215,92
14067,252,98
14068,387,94
14069,341,92
14070,327,89
14071,284,86
14072,218,82
14073,144,76
14074,383,72
14075,527,73
14076,534,76
14077,372,76
14078,445,76
14079,410,76
14080,408,75
14081,394,75
14082,192,71
14083,292,68
14084,301,67
14085,489,68
14086,570,72
14087,479,76
14088,448,77
14089,390,77
14090,405,77
14091,322,77
14092,321,77
14093,355,76
14094,339,75
14095,384,74
14096,407,73
14097,516,74
14098,412,74
14099,383,72
14100,433,70
14101,425,70
14102,433,69
14103,391,69
14104,391,71
14105,420,72
14106,503,74
14107,460,77
14108,387,80
14109,395,82
14110,363,84
14111,335,83
14112,382,83
14113,329,83
14114,364,82
14115,411,83
14116,381,84
14117,390,85
14118,431,86
14119,449,90
14120,413,90
14121,273,89
14122,418,87
14123,598,88
14124,726,85
14125,675,88
14126,545,91
14127,313,96
14128,269,100
14129,285,96
14130,317,93
14131,535,93
14132,660,93
14133,660,102
14134,618,106
14135,526,109
14136,272,108
14137,511,106
14138,318,106
14139,326,105
14140,201,102
14141,296,98
14142,337,95
14143,123,95
14144,123,54
14145,0,54
14146,0,54
14147,0,0
14148,0,0
14149,0,0
14150,0,0
14151,406,74
14152,452,74
14153,463,75
14154,390,76
14155,359,75
14156,409,75
14157,403,75
14158,330,76
14159,382,79
14160,481,96
14161,366,98
14162,264,97
14163,318,93
14164,392,93
14165,392,92
14166,362,92
14167,175,91
14168,278,88
14169,426,88
14170,471,89
14171,396,90
14172,556,91
14173,621,96
14174,669,101
14175,686,107
14176,576,111
14177,370,105
14178,447,96
14179,374,96
14180,382,94
14181,413,93
14182,444,91
14183,458,90
14184,284,91
14185,333,95
14186,442,94
14187,481,94
14188,481,99
14189,432,99
14190,343,99
14191,497,98
14192,511,100
14193,523,103
14194,466,104
14195,571,105
14196,649,108
14197,652,111
14198,511,112
14199,496,103
14200,454,98
14201,555,97
14202,615,98
14203,533,98
14204,478,98
14205,604,98
14206,582,99
14207,446,99
14208,437,98
14209,529,98
14210,697,99
14211,655,101
14212,645,103
14213,601,105
14214,564,106
14215,518,106
14216,509,105
14217,461,106
14218,494,110
14219,543,106
14220,514,104
14221,315,107
14222,194,103
14223,187,96
14224,182,95
14225,279,97
14226,329,100
14227,364,98
14228,145,94
14229,107,83
14230,75,79
14231,102,81
14232,0,67
14233,0,0
14234,0,0
14235,0,0
14236,50,44
14237,262,102
14238,275,108
14239,210,109
14240,50,92
14241,0,0
14242,0,0
14243,0,0
14244,0,0
14245,0,35
14246,0,52
14247,0,0
14248,0,0
14249,0,0
14250,0,0
14251,0,42
14252,0,42
14253,0,0
14254,0,0
14255,0,0
14256,0,0
14257,0,0
14258,0,0
14259,0,0
14260,0,0
14261,0,0
14262,174,42
14263,547,64
14264,939,82
14265,767,95
14266,504,104
14267,595,99
14268,392,107
14269,29,94
14270,40,88
14271,31,88
14272,31,60
14273,40,41
14274,40,0
14275,40,99
14276,0,0
14277,0,0
14278,0,0
14279,0,0
14280,0,0
14281,0,0
14282,0,0
14283,0,0
14284,0,0
14285,0,0
14286,0,0
14287,57,73
14288,0,64
14289,0,0
14290,0,0
14291,0,0
14292,0,0
14293,0,0
14294,0,0
14295,0,0
14296,0,0
14297,0,0
14298,0,0
14299,0,0
14300,0,0
14301,0,35
14302,0,0
14303,0,0
14304,0,0
14305,0,0
14306,0,0
14307,0,0
14308,0,0
14309,0,0
14310,0,0
14311,0,31
14312,0,31
14313,0,0
14314,0,0
14315,0,0
14316,0,0
14317,0,0
14318,42,38
14319,335,103
14320,388,103
14321,388,104
14322,0,63
14323,0,63
14324,0,0
14325,0,0
14326,0,0
14327,0,0
14328,0,0
14329,0,39
14330,0,0
14331,0,0
14332,0,0
14333,0,0
14334,153,53
14335,466,99
14336,407,103
14337,466,100
14338,500,105
14339,207,108
14340,0,66
14341,0,37
14342,0,37
14343,0,0
14344,0,0
14345,0,0
14346,0,53
14347,88,52
14348,526,108
14349,128,108
14350,128,100
14351,0,22
14352,0,0
14353,0,0
14354,0,0
14355,0,0
14356,0,0
14357,386,77
14358,80,77
14359,80,0
14360,0,0
14361,0,0
14362,0,50
14363,0,0
14364,0,0
14365,0,0
14366,321,42
14367,728,64
14368,579,64
14369,579,79
14370,427,85
14371,278,90
14372,0,90
14373,0,0
14374,0,0
14375,0,0
14376,18,52
14377,0,0
14378,0,0
14379,0,0
14380,0,0
14381,488,99
14382,408,102
14383,60,102
14384,60,0
14385,44,0
14386,44,36
14387,45,101
14388,56,88
14389,0,35
14390,0,0
14391,0,0
14392,0,0
14393,0,0
14394,0,0
14395,0,0
14396,0,0
14397,0,0
14398,35,48
14399,148,0
14400,148,0
14401,148,78
14402,20,76
14403,0,0
14404,0,0
14405,0,0
14406,0,0
14407,0,0
14408,0,0
14409,252,59
14410,538,81
14411,511,89
14412,266,89
14413,266,93
14414,85,82
14415,0,29
14416,0,0
14417,0,0
14418,0,0
14419,0,0
14420,0,0
14421,0,0
14422,0,0
14423,55,62
14424,0,63
14425,0,0
14426,0,0
14427,0,0
14428,0,0
14429,0,0
14430,0,31
14431,0,0
14432,0,0
14433,0,0
14434,202,49
14435,495,73
14436,266,80
14437,59,67
14438,0,0
14439,0,0
14440,0,0
14441,0,0
14442,0,0
14443,0,0
14444,0,0
14445,0,0
14446,0,0
14447,0,0
14448,0,0
14449,0,0
14450,0,34
14451,0,0
14452,0,0
14453,0,0
14454,0,0
14455,0,32
14456,0,0
14457,0,0
14458,0,0
14459,0,0
14460,0,26
14461,0,0
14462,0,0
14463,0,0
14464,282,70
14465,266,85
14466,116,90
14467,41,85
14468,0,61
14469,0,50
14470,0,0
14471,0,0
14472,0,0
14473,0,0
14474,103,67
14475,87,81
14476,0,0
14477,0,0
14478,0,0
14479,0,0
14480,0,0
14481,0,0
14482,0,0
14483,0,0
14484,0,0
14485,0,0
14486,0,0
14487,0,0
14488,0,0
14489,0,0
14490,0,0
14491,0,0
14492,0,0
14493,0,0
14494,0,31
14495,0,50
14496,0,46
14497,0,0
14498,0,23
14499,0,0
14500,0,0
14501,0,0
14502,0,0
14503,0,0
14504,0,0
14505,0,0
14506,0,34
14507,0,0
14508,0,0
14509,0,0
14510,0,0
14511,0,0
14512,236,68
14513,253,83
14514,169,86
14515,124,88
14516,0,61
14517,0,34
14518,0,0
14519,0,0
14520,0,0
14521,0,0
14522,0,0
14523,0,0
14524,0,0
14525,0,38
14526,0,0
14527,0,0
14528,0,0
14529,0,0
14530,0,0
14531,0,0
14532,0,0
14533,0,0
14534,0,0
14535,0,0
14536,122,61
14537,54,78
14538,0,0
14539,0,0
14540,0,0
14541,47,36
14542,566,80
14543,752,86
14544,655,89
14545,527,94
14546,289,96
14547,218,97
14548,127,97
14549,187,97
14550,120,95
14551,0,63
14552,0,62
14553,0,59
14554,0,71
14555,0,0
14556,0,0
14557,0,0
14558,0,35
14559,0,0
14560,0,0
14561,0,0
14562,0,0
14563,0,0
14564,0,0
14565,0,37
14566,0,0
14567,0,0
14568,114,49
14569,105,80
14570,0,53
14571,0,0
14572,0,0
14573,0,0
14574,45,60
14575,147,88
14576,11,77
14577,0,52
14578,0,0
14579,0,0
14580,0,0
14581,0,0
14582,0,0
14583,0,0
14584,0,0
14585,0,0
14586,0,0
14587,0,32
14588,0,0
14589,0,0
14590,0,0
14591,0,0
14592,0,0
14593,0,0
14594,0,0
14595,0,0
14596,0,0
14597,0,0
14598,0,0
14599,0,0
14600,0,0
14601,0,0
14602,0,0
14603,0,0
14604,0,0
14605,0,34
14606,140,79
14607,89,89
14608,0,63
14609,0,0
14610,0,0
14611,0,37
14612,0,48
14613,0,0
14614,0,0
14615,0,0
14616,0,0
14617,0,0
14618,0,0
14619,0,0
14620,377,46
14621,337,60
14622,269,71
14623,124,79
14624,0,66
14625,0,0
14626,0,0
14627,0,0
14628,0,0
14629,0,0
14630,0,0
14631,0,39
14632,390,61
14633,379,61
14634,379,68
14635,10,0
14636,257,65
14637,276,88
14638,188,90
14639,78,92
14640,21,79
14641,0,58
14642,0,0
14643,0,0
14644,0,0
14645,0,0
14646,0,38
14647,0,50
14648,0,0
14649,0,0
14650,0,0
14651,0,38
14652,0,0
14653,0,0
14654,0,0
14655,0,0
14656,0,0
14657,0,0
14658,0,0
14659,172,49
14660,759,87
14661,781,93
14662,714,99
14663,603,103
14664,641,105
14665,532,107
14666,368,109
14667,179,108
14668,221,107
14669,316,105
14670,320,107
14671,222,106
14672,16,88
14673,0,0
14674,0,0
14675,0,41
14676,333,90
14677,364,93
14678,199,94
14679,263,94
14680,182,94
14681,107,93
14682,15,72
14683,21,36
14684,21,0
14685,22,80
14686,57,57
14687,58,57
14688,194,84
14689,186,89
14690,240,88
14691,228,86
14692,299,86
14693,299,86
14694,240,86
14695,247,86
14696,228,87
14697,195,85
14698,238,83
14699,231,82
14700,202,82
14701,205,81
14702,189,81
14703,144,80
14704,109,79
14705,225,85
14706,266,84
14707,298,85
14708,244,85
14709,122,85
14710,432,85
14711,473,89
14712,352,91
14713,319,92
14714,289,93
14715,239,92
14716,252,90
14717,281,90
14718,285,92
14719,231,92
14720,150,90
14721,171,87
14722,192,88
14723,190,93
14724,180,86
14725,117,84
14726,129,83
14727,223,82
14728,322,82
14729,317,82
14730,293,83
14731,236,88
14732,138,85
14733,103,76
14734,53,72
14735,17,37
14736,333,81
14737,344,88
14738,79,83
14739,0,0
14740,0,0
14741,0,0
14742,0,0
14743,0,33
14744,0,0
14745,37,61
14746,141,0
14747,141,0
14748,142,64
14749,457,90
14750,200,88
14751,163,87
14752,203,89
14753,165,92
14754,176,93
14755,162,95
14756,68,89
14757,18,0
14758,18,0
14759,18,40
14760,108,59
14761,0,0
14762,0,0
14763,0,0
14764,0,0
14765,0,0
14766,49,57
14767,0,0
14768,0,37
14769,0,37
14770,0,0
14771,0,33
14772,0,0
14773,0,0
14774,0,0
14775,0,0
14776,191,50
14777,267,90
14778,71,88
14779,0,61
14780,0,0
14781,0,0
14782,0,0
14783,0,35
14784,0,0
14785,0,0
14786,0,0
14787,0,0
14788,0,0
14789,0,0
14790,139,66
14791,232,84
14792,79,88
14793,0,63
14794,0,0
14795,0,0
14796,0,0
14797,0,0
14798,0,0
14799,0,0
14800,0,34
14801,0,0
14802,0,0
14803,0,30
14804,0,0
14805,0,0
14806,0,0
14807,0,29
14808,0,0
14809,0,0
14810,0,0
14811,208,66
14812,0,54
14813,0,0
14814,0,0
14815,0,0
14816,0,0
14817,0,0
14818,0,0
14819,0,0
14820,0,0
14821,0,0
14822,0,0
14823,0,0
14824,0,18
14825,0,0
14826,0,0
14827,0,38
14828,0,0
14829,0,0
14830,0,0
14831,0,0
14832,0,0
14833,0,0
14834,0,0
14835,0,0
14836,0,0
14837,0,0
14838,0,0
14839,0,0
14840,0,0
14841,0,0
14842,0,0
14843,0,0
14844,0,0
14845,0,0
14846,0,0
14847,0,0
14848,0,33
14849,0,0
14850,0,0
14851,0,0
14852,189,37
14853,506,55
14854,268,64
14855,0,64
14856,0,45
14857,0,0
14858,0,0
14859,0,0
14860,0,0
14861,0,0
14862,0,38
14863,0,0
14864,0,0
14865,0,0
14866,0,36
14867,0,0
14868,0,0
14869,0,0
14870,0,0
14871,0,0
14872,0,0
14873,0,28
14874,0,0
14875,0,0
14876,0,37
14877,0,0
14878,0,0
14879,0,0
14880,0,0
14881,0,0
14882,51,80
14883,18,53
14884,214,94
14885,354,94
14886,354,102
14887,153,97
14888,61,85
14889,21,76
14890,0,0
14891,0,0
14892,0,0
14893,0,0
14894,0,0
14895,0,33
14896,0,0
14897,0,0
14898,0,0
14899,0,0
14900,0,0
14901,0,0
14902,0,32
14903,0,0
14904,0,0
14905,0,0
14906,0,0
14907,0,0
14908,0,0
14909,96,53
14910,0,51
14911,0,0
14912,0,0
14913,0,0
14914,0,47
14915,0,0
14916,0,0
14917,0,0
14918,0,0
14919,0,0
14920,0,0
14921,0,0
14922,22,40
14923,203,85
14924,105,78
14925,0,60
14926,0,0
14927,0,0
14928,0,0
14929,0,0
14930,0,0
14931,0,0
14932,0,0
14933,0,0
14934,0,0
14935,0,0
14936,0,0
14937,0,0
14938,0,36
14939,0,0
14940,0,0
14941,0,0
14942,0,0
14943,0,0
14944,0,0
14945,0,0
14946,0,0
14947,0,0
14948,0,0
14949,0,29
14950,0,0
14951,0,0
14952,290,98
14953,394,97
14954,317,100
14955,65,88
14956,38,36
14957,83,91
14958,26,0
14959,27,45
14960,380,85
14961,159,83
14962,0,59
14963,0,0
14964,0,0
14965,0,0
14966,0,0
14967,0,0
14968,0,0
14969,0,0
14970,0,0
14971,0,0
14972,0,0
14973,0,0
14974,74,49
14975,0,62
14976,0,0
14977,0,0
14978,0,0
14979,0,0
14980,88,50
14981,131,84
14982,145,90
14983,165,91
14984,136,92
14985,82,90
14986,11,70
14987,0,0
14988,0,0
14989,0,0
14990,0,0
14991,0,0
14992,0,40
14993,0,59
14994,0,0
14995,0,0
14996,0,0
14997,0,0
14998,0,0
14999,0,0
15000,0,0
15001,0,0
15002,0,0
15003,0,0
15004,0,0
15005,0,0
15006,0,0
15007,0,0
15008,0,0
15009,28,39
15010,138,87
15011,0,70
15012,0,0
15013,0,0
15014,90,66
15015,135,97
15016,0,78
15017,0,0
15018,0,0
15019,0,0
15020,0,0
15021,0,0
15022,0,0
15023,0,0
15024,0,0
15025,0,0
15026,0,33
15027,0,0
15028,0,0
15029,0,0
15030,0,0
15031,0,0
15032,0,0
15033,0,0
15034,0,36
15035,0,0
15036,0,0
15037,0,0
15038,0,0
15039,0,0
15040,0,0
15041,0,0
15042,0,0
15043,0,0
15044,263,58
15045,310,72
15046,174,72
15047,174,81
15048,24,82
15049,0,82
15050,0,0
15051,0,0
15052,0,0
15053,0,0
15054,0,0
15055,0,39
15056,0,0
15057,0,0
15058,0,0
15059,0,25
15060,0,0
15061,0,0
15062,0,0
15063,0,0
15064,0,0
15065,0,0
15066,0,0
15067,0,0
15068,0,0
15069,0,0
15070,0,0
15071,0,0
15072,0,0
15073,0,27
15074,0,0
15075,0,0
15076,0,0
15077,0,0
15078,0,0
15079,0,0
15080,241,60
15081,63,72
15082,0,0
15083,0,0
15084,0,0
15085,0,0
15086,0,0
15087,0,0
15088,0,0
15089,0,0
15090,0,0
15091,0,0
15092,0,0
15093,0,0
15094,256,71
15095,79,82
15096,0,60
15097,0,0
15098,0,0
15099,0,0
15100,0,39
15101,0,0
15102,0,0
15103,0,49
15104,0,0
15105,0,0
15106,0,0
15107,0,0
15108,0,0
15109,0,0
15110,0,0
15111,0,0
15112,254,64
15113,228,80
15114,55,75
15115,0,0
15116,0,0
15117,0,0
15118,0,0
15119,0,0
15120,0,0
15121,0,0
15122,0,0
15123,0,33
15124,0,0
15125,0,0
15126,0,0
15127,0,0
15128,0,0
15129,0,0
15130,0,0
15131,0,0
15132,0,0
15133,140,91
15134,193,94
15135,101,93
15136,0,46
15137,0,0
15138,0,0
15139,0,0
15140,0,0
15141,0,0
15142,0,0
15143,0,0
15144,0,0
15145,0,0
15146,0,0
15147,0,0
15148,0,0
15149,0,0
15150,0,0
15151,0,0
15152,0,0
15153,0,0
15154,0,0
15155,0,0
15156,0,0
15157,0,0
15158,0,0
15159,0,34
15160,0,34
15161,0,0
15162,0,0
15163,0,0
15164,0,0
15165,0,0
15166,0,0
15167,0,0
15168,0,0
15169,0,0
15170,0,34
15171,179,84
15172,0,43
15173,0,0
15174,0,0
15175,0,0
15176,0,0
15177,0,0
15178,0,0
15179,0,0
15180,0,0
15181,0,0
15182,0,0
15183,0,0
15184,0,0
15185,0,0
15186,0,0
15187,0,0
15188,0,0
15189,0,0
15190,0,0
15191,0,0
15192,0,41
15193,0,0
15194,0,0
15195,0,0
15196,0,0
15197,0,0
15198,0,0
15199,153,49
15200,496,90
15201,505,92
15202,539,94
15203,532,96
15204,482,97
15205,430,98
15206,288,102
15207,149,102
15208,149,102
15209,305,101
15210,126,94
15211,86,95
15212,0,69
15213,0,0
15214,0,0
15215,0,0
15216,29,40
15217,134,85
15218,17,75
15219,0,49
15220,0,0
15221,0,0
15222,0,0
15223,0,0
15224,0,0
15225,0,0
15226,0,0
15227,0,0
15228,0,0
15229,0,0
15230,0,0
15231,0,24
15232,0,0
15233,0,0
15234,0,0
15235,192,68
15236,415,91
15237,134,91
15238,134,94
15239,61,93
15240,0,58
15241,0,58
15242,0,0
15243,0,0
15244,0,0
15245,0,0
15246,0,0
15247,0,30
15248,173,86
15249,72,89
15250,131,89
15251,143,90
15252,127,90
15253,200,86
15254,260,87
15255,115,88
15256,79,88
15257,32,77
15258,32,71
15259,108,89
15260,234,89
15261,280,91
15262,293,92
15263,250,93
15264,235,94
15265,285,95
15266,226,96
15267,133,96
15268,22,83
15269,30,27
15270,30,0
15271,30,66
15272,204,93
15273,29,86
15274,62,78
15275,215,91
15276,192,91
15277,69,89
15278,52,61
15279,53,72
15280,187,89
15281,179,89
15282,96,89
15283,105,89
15284,91,89
15285,129,89
15286,215,88
15287,230,89
15288,198,89
15289,290,89
15290,250,90
15291,205,90
15292,126,90
15293,98,89
15294,84,89
15295,91,88
15296,127,87
15297,192,87
15298,212,87
15299,173,88
15300,124,87
15301,223,87
15302,192,87
15303,180,87
15304,178,86
15305,154,87
15306,140,87
15307,199,87
15308,251,87
15309,179,87
15310,89,87
15311,188,86
15312,121,86
15313,154,88
15314,237,92
15315,236,92
15316,212,93
15317,241,93
15318,117,93
15319,179,93
15320,212,93
15321,156,93
15322,211,93
15323,227,93
15324,197,93
15325,258,93
15326,257,93
15327,220,93
15328,149,93
15329,105,92
15330,151,92
15331,216,92
15332,218,92
15333,210,92
15334,186,92
15335,206,93
15336,143,93
15337,95,92
15338,111,91
15339,210,91
15340,258,91
15341,233,91
15342,282,91
15343,199,91
15344,34,80
15345,95,77
15346,259,89
15347,377,90
15348,296,91
15349,248,91
15350,280,92
15351,239,91
15352,199,91
15353,170,90
15354,0,77
15355,0,0
15356,0,0
15357,0,0
15358,0,0
15359,0,0
15360,0,0
15361,0,0
15362,0,0
15363,0,0
15364,0,0
15365,0,0
15366,0,0
15367,0,0
15368,0,0
15369,0,0
15370,0,0
15371,0,0
15372,0,0
15373,0,0
15374,0,0
15375,0,0
15376,0,0
15377,0,0
15378,0,0
15379,0,0
15380,0,0
15381,0,0
15382,0,0
15383,0,0
15384,0,0
15410,,0
15411,0,0
15412,163,21
15413,332,36
15414,376,50
15415,340,58
15416,302,63
15417,293,68
15418,325,73
15419,254,77
15420,305,81
15421,352,85
15422,607,82
15423,597,89
15424,484,94
15425,318,96
15426,312,98
15427,201,94
15428,0,82
15429,0,0
15430,0,0
15431,0,0
15432,0,0
15433,0,0
15434,0,50
15435,609,71
15436,822,80
15437,656,88
15438,440,95
15439,374,97
15440,411,100
15441,50,89
15442,9,0
15443,9,39
15444,421,103
15445,197,105
15446,185,57
15447,186,96
15448,365,111
15449,214,110
15450,0,74
15451,0,43
15452,0,0
15453,323,73
15454,357,90
15455,714,90
15456,341,90
15457,407,88
15458,495,88
15459,565,88
15460,135,85
15461,81,40
15462,82,72
15463,251,80
15464,262,78
15465,519,79
15466,476,80
15467,428,81
15468,363,80
15469,377,75
15470,338,74
15471,283,80
15472,394,84
15473,474,87
15474,300,91
15475,360,84
15476,387,88
15477,344,92
15478,258,94
15479,180,95
15480,200,98
15481,189,102
15482,49,83
15483,0,0
15484,0,0
15485,0,0
15486,0,0
15487,0,0
15488,0,0
15489,0,0
15490,0,0
15491,0,0
15492,409,94
15493,534,105
15494,392,105
15495,363,102
15496,365,98
15497,325,96
15498,363,99
15499,231,96
15500,397,101
15501,442,90
15502,474,89
15503,400,95
15504,358,100
15505,313,100
15506,156,100
15507,123,99
15508,184,62
15509,185,92
15510,361,102
15511,315,107
15512,24,63
15513,102,96
15514,0,0
15515,0,0
15516,0,0
15517,0,0
15518,0,0
15519,0,0
15520,378,77
15521,632,100
15522,537,101
15523,478,101
15524,342,100
15525,370,100
15526,308,99
15527,256,99
15528,255,98
15529,249,98
15530,294,97
15531,355,97
15532,294,96
15533,299,95
15534,383,94
15535,418,93
15536,513,93
15537,590,92
15538,495,95
15539,262,95
15540,262,102
15541,252,102
15542,424,103
15543,633,105
15544,616,108
15545,158,103
15546,412,97
15547,60,92
15548,290,101
15549,250,103
15550,216,103
15551,294,103
15552,251,103
15553,292,104
15554,306,105
15555,271,105
15556,207,104
15557,297,98
15558,286,99
15559,344,100
15560,273,101
15561,257,101
15562,431,101
15563,432,102
15564,280,103
15565,324,103
15566,253,104
15567,274,104
15568,309,104
15569,242,104
15570,170,104
15571,133,103
15572,100,102
15573,71,74
15574,71,64
15575,322,99
15576,335,98
15577,301,98
15578,232,101
15579,275,103
15580,354,102
15581,450,102
15582,617,103
15583,566,104
15584,405,105
15585,290,105
15586,253,105
15587,222,105
15588,268,105
15589,494,106
15590,368,106
15591,147,106
15592,175,106
15593,123,105
15594,174,104
15595,638,104
15596,504,105
15597,393,106
15598,332,106
15599,237,106
15600,173,105
15601,225,104
15602,243,104
15603,494,104
15604,434,105
15605,320,106
15606,279,101
15607,381,99
15608,414,100
15609,260,100
15610,260,101
15611,163,101
15612,255,101
15613,217,101
15614,213,101
15615,335,102
15616,208,102
15617,139,102
15618,174,102
15619,160,102
15620,204,102
15621,129,101
15622,138,100
15623,163,99
15624,243,99
15625,252,98
15626,320,97
15627,414,98
15628,515,98
15629,531,99
15630,227,94
15631,70,42
15632,70,0
15633,71,71
15634,393,71
15635,393,97
15636,648,98
15637,633,100
15638,432,100
15639,432,102
15640,222,102
15641,173,102
15642,334,102
15643,168,102
15644,119,101
15645,112,99
15646,215,99
15647,174,98
15648,83,90
15649,0,90
15650,0,0
15651,0,0
15652,0,0
15653,239,96
15654,221,105
15655,336,96
15656,407,96
15657,407,96
15658,407,97
15659,376,101
15660,164,101
15661,164,102
15662,235,101
15663,200,101
15664,197,102
15665,187,102
15666,507,102
15667,358,102
15668,358,103
15669,162,97
15670,38,84
15671,103,77
15672,160,95
15673,170,95
15674,170,95
15675,201,95
15676,292,95
15677,378,95
15678,330,96
15679,330,97
15680,168,95
15681,244,97
15682,333,98
15683,545,99
15684,507,101
15685,307,102
15686,287,102
15687,288,102
15688,301,103
15689,230,102
15690,268,100
15691,361,95
15692,651,96
15693,598,97
15694,540,97
15695,538,98
15696,617,98
15697,617,99
15698,364,90
15699,50,74
15700,18,77
15701,5,56
15702,5,0
15703,7,41
15704,293,0
15705,293,0
15706,294,101
15707,346,103
15708,261,100
15709,316,100
15710,316,96
15711,276,96
15712,214,96
15713,348,97
15714,316,97
15715,128,97
15716,0,70
15717,0,0
15718,0,0
15719,66,44
15720,335,100
15721,415,102
15722,459,103
15723,416,104
15724,474,106
15725,256,105
15726,133,99
15727,98,89
15728,241,98
15729,243,98
15730,224,98
15731,184,98
15732,264,98
15733,201,98
15734,174,98
15735,302,98
15736,306,99
15737,119,99
15738,87,77
15739,87,37
15740,87,95
15741,396,97
15742,481,98
15743,424,100
15744,561,101
15745,478,103
15746,447,103
15747,413,104
15748,300,104
15749,261,104
15750,327,103
15751,292,103
15752,98,101
15753,65,88
15754,72,66
15755,73,52
15756,233,90
15757,153,99
15758,248,99
15759,150,99
15760,120,98
15761,165,98
15762,238,98
15763,307,98
15764,327,97
15765,213,97
15766,169,96
15767,205,96
15768,222,96
15769,325,96
15770,286,96
15771,426,97
15772,462,98
15773,360,98
15774,360,98
15775,360,99
15776,159,98
15777,221,98
15778,216,98
15779,229,98
15780,214,98
15781,219,98
15782,219,98
15783,237,98
15784,237,98
15785,357,98
15786,296,98
15787,303,98
15788,257,98
15789,113,94
15790,92,61
15791,93,83
15792,257,88
15793,240,88
15794,182,87
15795,260,87
15796,337,88
15797,361,88
15798,312,93
15799,289,97
15800,345,97
15801,261,97
15802,298,97
15803,364,97
15804,319,98
15805,312,98
15806,310,99
15807,257,99
15808,318,99
15809,305,100
15810,70,86
15811,40,57
15812,81,92
15813,21,0
15814,21,0
15815,23,67
15816,153,92
15817,83,83
15818,30,0
15819,30,34
15820,31,73
15821,376,72
15822,378,72
15823,353,72
15824,261,72
15825,282,73
15826,329,73
