t_s,power,cadence
8908,389,96
8909,401,96
8910,347,97
8911,321,98
8912,319,98
8913,274,97
8914,377,97
8915,252,98
8916,183,97
8917,222,96
8918,278,97
8919,422,98
8920,350,99
8921,305,99
8922,269,95
8923,279,89
8924,257,89
8925,343,89
8926,384,90
8927,308,90
8928,399,91
8929,292,91
8930,180,89
8931,179,88
8932,209,87
8933,248,86
8934,288,86
8935,347,86
8936,242,87
8937,266,86
8938,247,86
8939,193,86
8940,283,85
8941,322,86
8942,335,86
8943,257,86
8944,255,86
8945,281,88
8946,260,89
8947,275,89
8948,274,89
8949,266,89
8950,271,89
8951,201,88
8952,145,86
8953,229,85
8954,312,85
8955,367,86
8956,385,87
8957,422,88
8958,435,89
8959,383,89
8960,287,89
8961,114,88
8962,134,93
8963,181,95
8964,241,90
8965,262,84
8966,251,84
8967,309,84
8968,361,84
8969,392,85
8970,348,85
8971,302,85
8972,271,84
8973,280,84
8974,275,84
8975,326,91
8976,320,95
8977,272,95
8978,292,94
8979,272,94
8980,317,94
8981,335,94
8982,248,94
8983,266,94
8984,165,94
8985,125,92
8986,200,91
8987,219,91
8988,242,91
8989,227,91
8990,231,90
8991,227,76
8992,333,71
8993,318,68
8994,274,68
8995,222,67
8996,209,67
8997,222,66
8998,264,66
8999,303,66
9000,253,65
9001,267,65
9002,272,65
9003,287,65
9004,287,66
9005,342,66
9006,388,67
9007,436,68
9008,373,70
9009,327,71
9010,295,70
9011,242,70
9012,195,69
9013,181,68
9014,185,68
9015,197,67
9016,251,67
9017,313,67
9018,391,68
9019,269,69
9020,242,68
9021,218,68
9022,325,68
9023,301,68
9024,301,67
9025,332,63
9026,416,63
9027,414,64
9028,310,66
9029,265,66
9030,265,66
9031,276,67
9032,232,71
9033,253,85
9034,287,94
9035,214,95
9036,250,95
9037,217,96
9038,51,83
9039,0,0
9040,0,0
9041,0,0
9042,221,47
9043,386,85
9044,333,91
9045,308,91
9046,308,97
9047,306,98
9048,348,101
9049,319,99
9050,269,96
9051,343,94
9052,176,93
9053,214,93
9054,315,94
9055,294,96
9056,175,96
9057,234,95
9058,309,94
9059,325,92
9060,336,90
9061,308,93
9062,313,93
9063,313,98
9064,349,97
9065,358,96
9066,264,95
9067,250,93
9068,315,92
9069,300,92
9070,313,92
9071,313,92
9072,281,89
9073,330,86
9074,284,81
9075,362,99
9076,292,95
9077,413,93
9078,482,93
9079,505,93
9080,553,93
9081,530,95
9082,497,98
9083,494,104
9084,538,106
9085,307,102
9086,199,102
9087,199,98
9088,168,91
9089,269,89
9090,265,91
9091,281,93
9092,272,95
9093,333,97
9094,227,99
9095,179,99
9096,271,93
9097,409,93
9098,372,94
9099,326,94
9100,356,93
9101,386,94
9102,129,95
9103,156,95
9104,217,95
9105,301,96
9106,307,98
9107,189,87
9108,278,79
9109,336,87
9110,314,88
9111,232,89
9112,253,89
9113,285,90
9114,316,91
9115,316,92
9116,327,94
9117,175,95
9118,110,95
9119,158,95
9120,197,96
9121,268,97
9122,254,89
9123,186,88
9124,105,88
9125,119,88
9126,152,88
9127,152,89
9128,137,89
9129,137,89
9130,65,84
9131,28,69
9132,145,96
9133,221,96
9134,266,95
9135,228,94
9136,239,93
9137,267,91
9138,322,98
9139,322,98
9140,295,97
9141,283,97
9142,213,97
9143,174,95
9144,216,95
9145,182,94
9146,192,94
9147,273,93
9148,256,94
9149,281,94
9150,283,93
9151,351,93
9152,324,94
9153,276,94
9154,367,94
9155,270,94
9156,260,94
9157,233,94
9158,233,91
9159,242,91
9160,242,90
9161,308,90
9162,286,91
9163,305,91
9164,312,91
9165,249,92
9166,290,92
9167,290,91
9168,205,90
9169,242,89
9170,290,89
9171,235,89
9172,220,88
9173,195,87
9174,266,95
9175,324,95
9176,296,95
9177,331,95
9178,313,96
9179,307,96
9180,306,96
9181,306,96
9182,306,95
9183,341,95
9184,313,95
9185,282,94
9186,248,93
9187,271,92
9188,300,92
9189,300,92
9190,300,91
9191,266,90
9192,285,90
9193,285,91
9194,368,98
9195,331,97
9196,316,97
9197,247,96
9198,314,94
9199,328,93
9200,295,92
9201,286,92
9202,286,90
9203,344,89
9204,360,89
9205,278,89
9206,322,88
9207,318,88
9208,308,87
9209,348,87
9210,290,88
9211,270,87
9212,236,86
9213,235,85
9214,352,85
9215,296,87
9216,305,87
9217,305,87
9218,284,87
9219,284,88
9220,258,88
9221,207,87
9222,257,86
9223,306,85
9224,318,86
9225,276,86
9226,300,86
9227,287,86
9228,295,86
9229,305,87
9230,303,87
9231,269,87
9232,253,86
9233,278,85
9234,258,85
9235,262,84
9236,301,84
9237,291,83
9238,310,82
9239,356,82
9240,362,82
9241,405,73
9242,398,73
9243,332,91
9244,434,102
9245,370,103
9246,307,103
9247,316,93
9248,467,92
9249,436,92
9250,436,94
9251,367,95
9252,362,96
9253,310,94
9254,350,93
9255,388,93
9256,388,92
9257,353,92
9258,384,92
9259,352,92
9260,322,93
9261,305,92
9262,349,90
9263,383,90
9264,383,90
9265,398,91
9266,346,91
9267,346,90
9268,353,89
9269,335,88
9270,341,87
9271,431,88
9272,411,89
9273,348,89
9274,345,89
9275,345,89
9276,427,91
9277,346,91
9278,346,94
9279,404,93
9280,291,97
9281,182,97
9282,182,94
9283,220,90
9284,192,92
9285,216,93
9286,248,94
9287,348,94
9288,348,97
9289,397,100
9290,340,103
9291,114,98
9292,138,92
9293,290,98
9294,286,99
9295,337,99
9296,337,102
9297,303,103
9298,343,101
9299,277,99
9300,325,101
9301,284,102
9302,143,102
9303,191,102
9304,288,102
9305,347,103
9306,296,105
9307,189,92
9308,188,77
9309,181,85
9310,227,95
9311,226,94
9312,365,93
9313,208,91
9314,265,91
9315,265,91
9316,303,93
9317,277,95
9318,194,96
9319,149,96
9320,189,93
9321,226,88
9322,227,82
9323,342,92
9324,317,92
9325,317,97
9326,253,96
9327,281,96
9328,278,98
9329,257,99
9330,281,98
9331,331,97
9332,314,97
9333,314,95
9334,322,96
9335,391,83
9336,394,76
9337,386,76
9338,386,70
9339,345,75
9340,395,73
9341,320,72
9342,335,70
9343,373,70
9344,371,69
9345,364,68
9346,314,68
9347,307,67
9348,309,72
9349,448,72
9350,580,70
9351,584,67
9352,534,67
9353,534,67
9354,410,72
9355,335,73
9356,367,73
9357,398,73
9358,368,72
9359,328,72
9360,340,71
9361,372,70
9362,412,70
9363,452,71
9364,458,71
9365,421,72
9366,422,73
9367,435,73
9368,435,77
9369,438,79
9370,398,80
9371,300,81
9372,312,78
9373,201,80
9374,368,80
9375,368,95
9376,365,98
9377,304,98
9378,304,97
9379,329,96
9380,361,96
9381,324,96
9382,346,96
9383,346,95
9384,362,97
9385,330,96
9386,341,96
9387,340,96
9388,340,93
9389,380,93
9390,342,92
9391,395,91
9392,443,93
9393,397,93
9394,396,92
9395,422,92
9396,441,93
9397,433,95
9398,394,97
9399,343,99
9400,355,99
9401,355,99
9402,345,99
9403,345,99
9404,325,97
9405,285,94
9406,353,94
9407,417,94
9408,417,98
9409,457,95
9410,450,95
9411,454,94
9412,477,98
9413,430,101
9414,398,98
9415,332,98
9416,278,98
9417,315,98
9418,315,91
9419,311,92
9420,327,93
9421,399,92
9422,404,93
9423,447,95
9424,375,97
9425,360,97
9426,388,99
9427,362,101
9428,363,94
9429,390,92
9430,426,91
9431,390,91
9432,379,89
9433,425,86
9434,352,85
9435,347,92
9436,308,91
9437,306,90
9438,325,88
9439,353,86
9440,311,86
9441,311,85
9442,271,93
9443,358,93
9444,491,93
9445,491,89
9446,474,98
9447,487,105
9448,391,108
9449,415,108
9450,415,97
9451,461,98
9452,364,97
9453,393,95
9454,369,93
9455,381,91
9456,391,90
9457,385,89
9458,359,88
9459,392,86
9460,374,86
9461,410,85
9462,432,86
9463,389,86
9464,389,83
9465,385,81
9466,422,80
9467,420,80
9468,420,83
9469,383,83
9470,383,85
9471,409,85
9472,384,84
9473,392,84
9474,392,93
9475,378,94
9476,388,96
9477,391,99
9478,388,98
9479,409,97
9480,353,95
9481,377,95
9482,377,94
9483,370,94
9484,370,96
9485,392,97
9486,456,101
9487,474,97
9488,366,97
9489,366,99
9490,420,100
9491,410,102
9492,377,102
9493,370,95
9494,346,96
9495,334,97
9496,359,97
9497,339,99
9498,325,96
9499,357,92
9500,357,95
9501,393,98
9502,294,100
9503,232,100
9504,286,92
9505,251,93
9506,286,95
9507,293,96
9508,214,96
9509,265,95
9510,337,95
9511,362,96
9512,287,95
9513,229,93
9514,224,93
9515,329,96
9516,413,94
9517,396,95
9518,402,94
9519,409,94
9520,386,94
9521,357,94
9522,377,94
9523,360,93
9524,396,92
9525,426,93
9526,337,93
9527,348,92
9528,400,93
9529,391,94
9530,369,95
9531,382,96
9532,343,96
9533,278,96
9534,278,92
9535,349,92
9536,380,93
9537,347,93
9538,409,93
9539,409,96
9540,366,98
9541,316,98
9542,316,100
9543,319,91
9544,341,92
9545,370,94
9546,381,97
9547,281,99
9548,268,100
9549,368,102
9550,382,95
9551,402,95
9552,307,97
9553,221,98
9554,259,99
9555,281,99
9556,304,100
9557,251,101
9558,155,101
9559,155,98
9560,152,96
9561,272,94
9562,298,93
9563,291,91
9564,315,89
9565,318,92
9566,378,95
9567,464,94
9568,418,95
9569,395,96
9570,387,95
9571,429,94
9572,458,94
9573,414,94
9574,363,92
9575,300,92
9576,300,87
9577,352,86
9578,396,85
9579,358,86
9580,378,86
9581,375,86
9582,288,86
9583,288,85
9584,371,85
9585,341,85
9586,341,86
9587,305,85
9588,356,84
9589,395,85
9590,443,85
9591,425,85
9592,439,88
9593,413,88
9594,413,99
9595,355,102
9596,181,100
9597,226,90
9598,254,90
9599,254,92
9600,248,93
9601,316,94
9602,343,95
9603,237,95
9604,237,95
9605,216,94
9606,219,92
9607,323,91
9608,377,91
9609,378,89
9610,469,87
9611,422,85
9612,440,85
9613,440,95
9614,421,106
9615,137,85
9616,158,81
9617,229,84
9618,168,87
9619,0,68
9620,0,59
9621,0,0
9622,0,0
9623,129,45
9624,329,88
9625,291,93
9626,302,95
9627,257,98
9628,101,92
9629,0,0
9630,0,0
9631,0,0
9632,0,0
9633,0,0
9634,0,0
9635,0,0
9636,0,0
9637,0,0
9638,0,0
9639,0,0
9640,0,0
9641,0,0
9642,0,0
9643,0,0
9644,0,0
9645,0,0
9646,0,0
9647,0,0
9648,0,0
9649,0,0
9650,0,0
9651,0,0
9652,0,0
9653,0,0
9654,0,0
9655,0,0
9656,0,30
9657,0,30
9658,0,0
9659,0,0
9660,0,0
9661,0,0
9662,0,51
9663,0,0
9664,0,0
9665,0,0
9666,0,0
9667,0,0
9668,0,0
9669,0,0
9670,0,0
9671,0,0
9672,0,0
9673,0,0
9674,0,0
9675,0,0
9676,0,0
9677,0,0
9678,0,0
9679,0,0
9680,0,41
9681,0,0
9682,0,0
9683,0,0
9684,0,0
9685,0,0
9686,0,0
9687,0,0
9688,251,52
9689,615,80
9690,775,82
9691,696,83
9692,616,83
9693,646,83
9694,591,82
9695,551,82
9696,599,82
9697,602,82
9698,590,82
9699,568,81
9700,384,82
9701,187,94
9702,429,101
9703,338,101
9704,305,101
9705,287,101
9706,286,101
9707,84,91
9708,133,97
9709,156,98
9710,188,98
9711,192,97
9712,279,98
9713,150,99
9714,57,80
9715,57,75
9716,188,93
9717,187,93
9718,146,94
9719,183,95
9720,217,96
9721,347,96
9722,290,95
9723,230,98
9724,196,98
9725,146,95
9726,224,93
9727,276,96
9728,365,97
9729,240,97
9730,204,97
9731,159,96
9732,134,95
9733,162,93
9734,326,93
9735,340,94
9736,369,95
9737,337,96
9738,349,97
9739,344,97
9740,348,98
9741,368,99
9742,350,99
9743,332,100
9744,305,100
9745,170,99
9746,243,93
9747,232,91
9748,363,90
9749,272,91
9750,172,91
9751,190,90
9752,159,91
9753,255,86
9754,293,88
9755,216,89
9756,226,85
9757,183,86
9758,139,88
9759,157,89
9760,170,89
9761,187,85
9762,117,86
9763,114,87
9764,121,88
9765,108,88
9766,25,67
9767,26,74
9768,119,91
9769,114,91
9770,200,92
9771,194,93
9772,115,94
9773,0,84
9774,0,45
9775,0,0
9776,185,94
9777,224,95
9778,288,96
9779,215,97
9780,202,98
9781,186,97
9782,276,98
9783,234,99
9784,254,99
9785,255,100
9786,212,100
9787,158,101
9788,139,100
9789,127,101
9790,125,101
9791,46,85
9792,0,0
9793,0,0
9794,0,25
9795,0,0
9796,156,84
9797,161,98
9798,55,71
9799,55,0
9800,56,73
9801,277,100
9802,240,101
9803,372,100
9804,417,101
9805,383,103
9806,408,103
9807,245,103
9808,176,104
9809,161,103
9810,92,91
9811,161,101
9812,8,71
9813,8,0
9814,9,60
9815,39,0
9816,39,48
9817,256,98
9818,260,99
9819,216,99
9820,41,89
9821,0,57
9822,0,0
9823,0,0
9824,94,75
9825,162,99
9826,233,100
9827,216,100
9828,97,97
9829,0,50
9830,0,0
9831,0,0
9832,0,0
9833,0,0
9834,207,82
9835,219,95
9836,258,95
9837,276,95
9838,292,96
9839,332,96
9840,224,96
9841,105,91
9842,48,0
9843,48,42
9844,48,95
9845,62,89
9846,39,59
9847,39,0
9848,39,79
9849,105,97
9850,37,85
9851,0,0
9852,0,0
9853,0,0
9854,0,0
9855,0,0
9856,0,36
9857,0,0
9858,45,76
9859,76,0
9860,77,77
9861,134,93
9862,196,93
9863,137,93
9864,41,84
9865,44,61
9866,44,92
9867,0,67
9868,0,0
9869,0,0
9870,0,0
9871,0,0
9872,0,0
9873,38,43
9874,137,98
9875,77,94
9876,0,61
9877,0,0
9878,0,0
9879,0,0
9880,36,47
9881,253,109
9882,15,83
9883,0,0
9884,0,0
9885,0,34
9886,0,0
9887,0,0
9888,0,0
9889,0,0
9890,0,0
9891,0,0
9892,0,0
9893,0,0
9894,0,0
9895,0,0
9896,0,0
9897,0,0
9898,0,0
9899,0,0
9900,0,0
9901,0,0
9902,0,0
9903,0,0
9904,0,0
9905,0,0
9906,0,0
9907,0,0
9908,0,0
9909,0,0
9910,0,0
9911,0,0
9912,0,0
9913,0,0
9914,0,0
9915,0,0
9916,0,0
9917,0,0
9918,0,0
9919,0,34
9920,134,45
9921,588,88
9922,602,92
9923,535,94
9924,526,96
9925,445,97
9926,390,99
9927,363,103
9928,411,108
9929,288,108
9930,361,107
9931,233,107
9932,229,106
9933,117,100
9934,35,59
9935,36,82
9936,12,69
9937,12,78
9938,50,70
9939,238,98
9940,210,100
9941,298,98
9942,291,97
9943,268,101
9944,260,101
9945,260,100
9946,300,100
9947,241,100
9948,349,100
9949,385,100
9950,282,100
9951,282,99
9952,191,96
9953,51,81
9954,97,84
9955,240,91
9956,262,91
9957,208,93
9958,175,93
9959,130,94
9960,50,80
9961,0,0
9962,0,0
9963,0,0
9964,0,0
9965,0,0
9966,0,0
9967,0,0
9968,0,0
9969,0,41
9970,0,0
9971,0,0
9972,0,31
9973,0,0
9974,0,0
9975,0,0
9976,64,31
9977,467,110
9978,444,115
9979,126,115
9980,126,71
9981,215,0
9982,215,101
9983,349,106
9984,0,106
9985,0,0
9986,0,0
9987,0,22
9988,0,0
9989,0,0
9990,0,0
9991,0,0
9992,0,0
9993,0,0
9994,0,0
9995,0,0
9996,0,0
9997,0,0
9998,0,0
9999,338,106
10000,249,105
10001,22,79
10002,114,97
10003,150,103
10004,177,102
10005,176,102
10006,176,101
10007,16,77
10008,65,0
10009,65,0
10010,66,70
10011,243,98
10012,293,97
10013,286,98
10014,291,98
10015,261,98
10016,245,97
10017,155,97
10018,177,96
10019,219,96
10020,167,96
10021,200,95
10022,261,96
10023,224,96
10024,218,96
10025,112,95
10026,211,94
10027,345,94
10028,222,95
10029,203,95
10030,194,95
10031,220,94
10032,194,94
10033,186,95
10034,286,94
10035,386,94
10036,229,95
10037,212,95
10038,292,95
10039,164,95
10040,203,94
10041,259,93
10042,185,92
10043,234,92
10044,234,92
10045,180,92
10046,180,92
10047,214,92
10048,175,92
10049,175,91
10050,116,90
10051,65,81
10052,45,69
10053,45,83
10054,232,94
10055,124,94
10056,93,94
10057,233,94
10058,233,94
10059,267,95
10060,242,95
10061,251,95
10062,178,95
10063,161,95
10064,126,95
10065,173,95
10066,214,94
10067,363,95
10068,353,96
10069,43,77
10070,0,0
10071,0,0
10072,0,0
10073,185,44
10074,420,92
10075,382,94
10076,214,93
10077,262,93
10078,362,93
10079,447,94
10080,462,95
10081,443,96
10082,392,97
10083,380,98
10084,389,98
10085,329,98
10086,265,97
10087,274,97
10088,290,97
10089,249,96
10090,277,94
10091,260,93
10092,192,92
10093,235,92
10094,268,92
10095,285,92
10096,245,92
10097,292,92
10098,324,92
10099,377,92
10100,379,93
10101,293,93
10102,322,93
10103,351,93
10104,288,93
10105,299,93
10106,89,87
10107,162,81
10108,139,91
10109,138,90
10110,219,89
10111,378,96
10112,317,97
10113,223,97
10114,210,96
10115,213,95
10116,221,94
10117,180,94
10118,203,93
10119,325,93
10120,380,93
10121,402,93
10122,389,94
10123,337,95
10124,217,95
10125,0,86
10126,0,43
10127,0,0
10128,317,88
10129,355,90
10130,256,91
10131,208,90
10132,123,98
10133,233,91
10134,255,88
10135,241,88
10136,206,87
10137,189,87
10138,241,86
10139,363,87
10140,453,87
10141,496,89
10142,371,90
10143,255,91
10144,306,91
10145,248,90
10146,133,90
10147,200,95
10148,256,100
10149,324,100
10150,308,100
10151,181,99
10152,96,88
10153,133,86
10154,224,85
10155,289,85
10156,273,84
10157,328,85
10158,300,85
10159,286,85
10160,216,85
10161,161,85
10162,211,84
10163,273,85
10164,240,86
10165,267,86
10166,182,86
10167,132,85
10168,141,86
10169,99,86
10170,99,81
10171,0,0
10172,0,0
10173,0,0
10174,0,0
10175,0,0
10176,86,60
10177,101,74
10178,242,75
10179,527,75
10180,484,81
10181,331,81
10182,331,70
10183,403,71
10184,413,73
10185,351,74
10186,463,76
10187,519,77
10188,269,79
10189,207,79
10190,30,0
10191,31,49
10192,255,73
10193,363,77
10194,400,78
10195,290,79
10196,302,77
10197,330,74
10198,308,74
10199,283,75
10200,238,75
10201,242,74
10202,273,75
10203,290,75
10204,318,75
10205,269,75
10206,209,75
10207,209,76
10208,14,70
10209,105,59
10210,105,89
10211,120,95
10212,98,87
10213,48,77
10214,79,80
10215,139,86
10216,123,78
10217,153,78
10218,173,77
10219,111,77
10220,145,76
10221,139,76
10222,121,75
10223,124,75
10224,52,70
10225,143,47
10226,199,73
10227,231,75
10228,136,76
10229,110,75
10230,113,75
10231,111,75
10232,165,75
10233,108,75
10234,84,75
10235,32,64
10236,53,53
10237,140,73
10238,181,75
10239,41,64
10240,96,53
10241,148,72
10242,278,73
10243,185,74
10244,224,73
10245,259,74
10246,300,74
10247,298,75
10248,370,73
10249,288,69
10250,300,69
10251,278,70
10252,214,71
10253,164,70
10254,100,49
10255,244,68
10256,244,70
10257,404,71
10258,422,72
10259,306,73
10260,339,74
10261,364,74
10262,331,75
10263,351,75
10264,336,76
10265,340,76
10266,283,76
10267,310,76
10268,276,77
10269,321,77
10270,393,78
10271,296,79
10272,210,80
10273,212,86
10274,223,90
10275,111,90
10276,153,89
10277,184,88
10278,277,88
10279,139,88
10280,175,93
10281,190,87
10282,299,86
10283,386,88
10284,349,89
10285,393,90
10286,371,91
10287,330,91
10288,274,92
10289,66,92
10290,66,49
10291,548,49
10292,548,89
10293,552,93
10294,267,95
10295,122,93
10296,176,92
10297,263,91
10298,261,91
10299,229,91
10300,173,91
10301,186,91
10302,225,91
10303,221,91
10304,259,92
10305,198,92
10306,183,92
10307,205,91
10308,171,91
10309,276,90
10310,247,90
10311,285,90
10312,171,90
10313,69,87
10314,37,59
10315,185,87
10316,154,87
10317,111,86
10318,92,86
10319,125,91
10320,169,83
10321,205,83
10322,210,83
10323,222,83
10324,229,83
10325,256,84
10326,244,84
10327,245,84
10328,286,84
10329,342,85
10330,292,86
10331,271,86
10332,419,87
10333,360,88
10334,332,89
10335,354,90
10336,354,91
10337,306,92
10338,290,92
10339,151,92
10340,146,92
10341,138,91
10342,113,91
10343,118,90
10344,56,86
10345,42,74
10346,76,87
10347,137,87
10348,272,87
10349,202,87
10350,156,86
10351,202,86
10352,232,85
10353,195,90
10354,214,90
10355,208,85
10356,251,85
10357,244,85
10358,249,86
10359,286,86
10360,284,86
10361,294,87
10362,268,87
10363,220,87
10364,232,87
10365,260,87
10366,244,87
10367,269,87
10368,255,87
10369,236,87
10370,256,87
10371,220,87
10372,255,87
10373,185,87
10374,210,87
10375,184,86
10376,214,85
10377,227,85
10378,196,85
10379,148,84
10380,137,84
10381,158,84
10382,204,84
10383,224,84
10384,206,85
10385,234,86
10386,234,86
10387,234,87
10388,336,88
10389,321,89
10390,272,91
10391,295,91
10392,347,92
10393,340,93
10394,344,94
10395,403,95
10396,355,97
10397,269,97
10398,326,92
10399,209,91
10400,182,90
10401,117,90
10402,133,89
10403,166,89
10404,143,88
10405,196,87
10406,228,87
10407,254,87
10408,216,88
10409,197,88
10410,193,87
10411,237,87
10412,281,86
10413,267,85
10414,213,85
10415,245,83
10416,270,83
10417,327,83
10418,327,84
10419,317,84
10420,391,85
10421,403,85
10422,402,86
10423,238,87
10424,114,87
10425,79,87
10426,41,77
10427,60,55
10428,154,84
10429,123,84
10430,137,83
10431,198,83
10432,280,88
10433,281,89
10434,239,89
10435,234,89
10436,250,89
10437,287,89
10438,255,90
10439,330,90
10440,405,90
10441,342,91
10442,324,92
10443,298,93
10444,229,93
10445,142,93
10446,37,82
10447,79,61
10448,80,88
10449,99,89
10450,162,88
10451,195,88
10452,201,88
10453,211,88
10454,326,88
10455,276,88
10456,320,89
10457,194,89
10458,63,77
10459,17,0
10460,17,73
10461,143,49
10462,143,84
10463,451,100
10464,224,87
10465,198,69
10466,472,104
10467,393,104
10468,433,106
10469,276,107
10470,188,107
10471,247,106
10472,292,106
10473,245,106
10474,271,104
10475,235,100
10476,160,96
10477,119,96
10478,99,95
10479,111,101
10480,111,84
10481,250,75
10482,308,73
10483,399,71
10484,467,70
10485,488,70
10486,473,72
10487,363,73
10488,411,74
10489,474,74
10490,474,78
10491,356,80
10492,238,80
10493,298,83
10494,365,86
10495,319,87
10496,334,88
10497,299,89
10498,234,89
10499,181,89
10500,83,80
10501,206,88
10502,186,88
10503,120,87
10504,192,87
10505,188,87
10506,218,87
10507,230,87
10508,231,87
10509,327,96
10510,305,98
10511,282,89
10512,267,89
10513,343,90
10514,373,90
10515,294,91
10516,196,92
10517,143,91
10518,140,91
10519,182,90
10520,165,90
10521,141,90
10522,174,90
10523,269,90
10524,220,90
10525,204,90
10526,172,90
10527,156,90
10528,193,89
10529,225,89
10530,217,89
10531,237,89
10532,243,90
10533,212,89
10534,265,89
10535,335,89
10536,247,89
10537,234,89
10538,245,89
10539,330,89
10540,271,90
10541,271,90
10542,274,90
10543,329,91
10544,283,92
10545,299,92
10546,392,92
10547,367,93
10548,389,94
10549,274,95
10550,236,95
10551,160,95
10552,197,94
10553,278,94
10554,282,95
10555,246,94
10556,254,95
10557,229,95
10558,227,95
10559,193,94
10560,194,94
10561,208,94
10562,160,93
10563,197,92
10564,287,92
10565,322,93
10566,372,93
10567,385,93
10568,368,94
10569,331,95
10570,179,95
10571,211,95
10572,104,94
10573,115,93
10574,91,92
10575,128,90
10576,130,90
10577,182,89
10578,187,89
10579,252,89
10580,214,89
10581,281,89
10582,318,90
10583,438,91
10584,367,93
10585,347,94
10586,332,95
10587,254,95
10588,265,95
10589,160,95
10590,127,94
10591,172,93
10592,346,94
10593,350,95
10594,319,95
10595,331,95
10596,300,95
10597,190,95
10598,171,94
10599,113,93
10600,136,91
10601,139,90
10602,194,89
10603,229,89
10604,170,88
10605,183,88
10606,235,97
10607,224,88
10608,263,85
10609,233,84
10610,294,84
10611,252,84
10612,354,83
10613,311,83
10614,277,84
10615,355,84
10616,355,85
10617,304,86
10618,175,86
10619,175,80
10620,92,51
10621,148,81
10622,158,81
10623,158,89
10624,287,90
10625,320,90
10626,243,84
10627,347,74
10628,269,74
10629,313,74
10630,412,75
10631,358,76
10632,593,76
10633,375,78
10634,256,78
10635,356,77
10636,424,78
10637,570,78
10638,511,80
10639,331,81
10640,275,83
10641,332,87
10642,346,88
10643,257,89
10644,221,90
10645,322,90
10646,238,91
10647,160,91
10648,58,82
10649,0,0
10650,0,0
10651,0,0
10652,0,0
10653,0,0
10654,0,37
10655,0,0
10656,277,61
10657,558,83
10658,452,83
10659,452,95
10660,580,97
10661,513,101
10662,517,104
10663,515,107
10664,402,107
10665,402,107
10666,339,104
10667,296,105
10668,309,104
10669,382,103
10670,332,101
10671,139,97
10672,68,97
10673,68,0
10674,68,87
10675,237,94
10676,314,93
10677,440,93
10678,410,93
10679,419,94
10680,279,95
10681,46,95
10682,46,51
10683,54,70
10684,131,101
10685,178,97
10686,137,95
10687,282,94
10688,378,81
10689,351,73
10690,328,71
10691,326,69
10692,327,67
10693,323,67
10694,296,67
10695,296,67
10696,360,68
10697,374,69
10698,318,73
10699,255,78
10700,244,81
10701,245,93
10702,93,94
10703,66,85
10704,164,94
10705,180,95
10706,125,94
10707,56,94
10708,56,80
10709,154,93
10710,159,96
10711,307,96
10712,307,89
10713,291,94
10714,181,83
10715,274,79
10716,445,77
10717,519,81
10718,354,82
10719,356,82
10720,356,87
10721,467,95
10722,275,95
10723,318,94
10724,503,94
10725,435,97
10726,431,98
10727,448,100
10728,413,100
10729,400,100
10730,400,100
10731,421,99
10732,324,89
10733,220,88
10734,320,86
10735,427,86
10736,447,88
10737,410,89
10738,331,89
10739,397,88
10740,390,87
10741,409,86
10742,355,84
10743,401,84
10744,384,86
10745,304,85
10746,314,93
10747,324,96
10748,381,97
10749,372,97
10750,354,98
10751,320,97
10752,362,97
10753,378,97
10754,269,97
10755,248,97
10756,248,96
10757,289,95
10758,264,94
10759,335,93
10760,374,94
10761,463,95
10762,316,96
10763,297,95
10764,309,96
10765,249,97
10766,122,93
10767,216,94
10768,344,94
10769,340,95
10770,380,95
10771,413,97
10772,313,99
10773,215,99
10774,221,97
10775,295,96
10776,330,96
10777,333,97
10778,307,98
10779,277,98
10780,255,97
10781,203,96
10782,230,95
10783,217,94
10784,316,93
10785,326,92
10786,247,92
10787,97,88
10788,25,0
10789,26,38
10790,320,83
10791,143,80
10792,132,86
10793,13,58
10794,235,90
10795,254,97
10796,352,106
10797,18,51
10798,370,115
10799,292,100
10800,338,93
10801,245,96
10802,282,96
10803,42,51
10804,42,0
10805,43,74
10806,145,96
10807,35,78
10808,142,90
10809,0,0
10810,0,26
10811,0,0
10812,0,0
10813,0,0
10814,0,0
10815,0,0
10816,0,0
10817,0,0
10818,0,0
10819,0,0
10820,0,0
10821,480,100
10822,109,61
10823,0,0
10824,0,0
10825,0,0
10826,0,0
10827,0,0
10828,0,0
10829,0,0
10830,313,88
10831,78,45
10832,0,0
10833,0,0
10834,0,0
10835,0,39
10836,61,50
10837,199,94
10838,395,98
10839,571,104
10840,378,105
10841,316,106
10842,397,105
10843,440,105
10844,371,105
10845,348,99
10846,298,98
10847,335,99
10848,279,98
10849,156,98
10850,123,97
10851,35,82
10852,20,60
10853,45,81
10854,67,69
10855,212,91
10856,140,91
10857,247,97
10858,278,99
10859,178,99
10860,156,98
10861,228,98
10862,264,98
10863,371,98
10864,285,99
10865,204,99
10866,204,93
10867,112,91
10868,169,91
10869,87,90
10870,11,72
10871,63,54
10872,64,84
10873,214,93
10874,226,93
10875,241,93
10876,180,93
10877,143,93
10878,131,92
10879,174,91
10880,194,91
10881,214,90
10882,320,91
10883,363,91
10884,323,92
10885,329,92
10886,442,93
10887,373,94
10888,446,95
10889,361,96
10890,309,97
10891,278,97
10892,263,97
10893,306,97
10894,320,97
10895,283,97
10896,243,98
10897,354,98
10898,321,98
10899,347,99
10900,343,99
10901,269,100
10902,262,100
10903,254,100
10904,182,100
10905,83,93
